"cokey","mukey","lkey","key.join","coiid","liid","muiid","dmuiid","comppct","state"
19692095,122685,11122,"al017_altavista_1_90_altavista fine sandy loam, gently sloping_43nl_0",176410,11122,122685,90030,90,"AL"
19692096,122685,11122,"al017_roanoke_0_1_altavista fine sandy loam, gently sloping_43nl_0",1259076,11122,122685,90030,1,"AL"
19692034,122686,11122,"al017_appling_1_85_appling gravelly sandy clay loam, severely eroded, gently sloping_43nm_0",176412,11122,122686,90031,85,"AL"
19691977,122687,11122,"al017_appling_1_85_appling gravelly sandy clay loam, severely eroded, sloping_43nn_0",176413,11122,122687,90032,85,"AL"
19691978,122687,11122,"al017_enoree_0_1_appling gravelly sandy clay loam, severely eroded, sloping_43nn_0",1259078,11122,122687,90032,1,"AL"
19691979,122687,11122,"al017_wehadkee_0_1_appling gravelly sandy clay loam, severely eroded, sloping_43nn_0",1475910,11122,122687,90032,1,"AL"
19692035,122688,11122,"al017_appling_1_85_appling gravelly sandy clay loam, severely eroded, stongly sloping_43np_0",176416,11122,122688,90033,85,"AL"
19692036,122688,11122,"al017_enoree_0_1_appling gravelly sandy clay loam, severely eroded, stongly sloping_43np_0",1259079,11122,122688,90033,1,"AL"
19692037,122688,11122,"al017_wehadkee_0_1_appling gravelly sandy clay loam, severely eroded, stongly sloping_43np_0",1475911,11122,122688,90033,1,"AL"
19691980,122689,11122,"al017_appling_1_85_appling gravelly sandy loam, gently sloping_43nq_0",176419,11122,122689,90034,85,"AL"
19692148,122690,11122,"al017_enoree_0_1_appling gravelly sandy loam, sloping_43nr_0",1259080,11122,122690,90035,1,"AL"
19692149,122690,11122,"al017_appling_1_85_appling gravelly sandy loam, sloping_43nr_0",176420,11122,122690,90035,85,"AL"
19692150,122690,11122,"al017_wehadkee_0_1_appling gravelly sandy loam, sloping_43nr_0",1475912,11122,122690,90035,1,"AL"
19692151,122691,11122,"al017_wehadkee_0_1_appling gravelly sandy loam, strongly sloping_43ns_0",1475913,11122,122691,90036,1,"AL"
19692152,122691,11122,"al017_appling_1_85_appling gravelly sandy loam, strongly sloping_43ns_0",176423,11122,122691,90036,85,"AL"
19692153,122691,11122,"al017_enoree_0_1_appling gravelly sandy loam, strongly sloping_43ns_0",1259081,11122,122691,90036,1,"AL"
19692154,122692,11122,"al017_enoree_0_1_appling gravelly sandy loam, moderately steep_43nt_0",1259082,11122,122692,90037,1,"AL"
19692155,122692,11122,"al017_appling_1_85_appling gravelly sandy loam, moderately steep_43nt_0",176426,11122,122692,90037,85,"AL"
19692156,122692,11122,"al017_wehadkee_0_1_appling gravelly sandy loam, moderately steep_43nt_0",1475914,11122,122692,90037,1,"AL"
19692038,122695,11122,"al017_wehadkee_0_1_appling stony sandy loam, sloping (louisburg)_43nx_0",1475916,11122,122695,90040,1,"AL"
19692039,122695,11122,"al017_enoree_0_1_appling stony sandy loam, sloping (louisburg)_43nx_0",1259084,11122,122695,90040,1,"AL"
19692040,122695,11122,"al017_appling_1_85_appling stony sandy loam, sloping (louisburg)_43nx_0",176433,11122,122695,90040,85,"AL"
19691981,122696,11122,"al017_buncombe_1_90_buncombe loamy sand_43ny_0",176436,11122,122696,90041,90,"AL"
19691982,122696,11122,"al017_enoree_0_1_buncombe loamy sand_43ny_0",1259085,11122,122696,90041,1,"AL"
19691983,122696,11122,"al017_wehadkee_0_1_buncombe loamy sand_43ny_0",1475917,11122,122696,90041,1,"AL"
19692041,122697,11122,"al017_cecil_1_85_cecil gravelly clay loam, severely eroded, gently sloping_43nz_0",176439,11122,122697,90042,85,"AL"
19692097,122698,11122,"al017_enoree_0_1_cecil gravelly clay loam, severely eroded, sloping_43p0_0",1259086,11122,122698,90043,1,"AL"
19692098,122698,11122,"al017_cecil_1_85_cecil gravelly clay loam, severely eroded, sloping_43p0_0",176440,11122,122698,90043,85,"AL"
19692099,122698,11122,"al017_wehadkee_0_1_cecil gravelly clay loam, severely eroded, sloping_43p0_0",1475918,11122,122698,90043,1,"AL"
19692100,122699,11122,"al017_wehadkee_0_1_cecil gravelly clay loam, very severely eroded, sloping_43p1_0",1475919,11122,122699,90044,1,"AL"
19692101,122699,11122,"al017_enoree_0_1_cecil gravelly clay loam, very severely eroded, sloping_43p1_0",1259087,11122,122699,90044,1,"AL"
19692102,122699,11122,"al017_cecil_1_85_cecil gravelly clay loam, very severely eroded, sloping_43p1_0",176443,11122,122699,90044,85,"AL"
19692103,122700,11122,"al017_cecil_1_85_cecil gravelly clay loam, severely eroded, strongly sloping_43p2_0",176446,11122,122700,90045,85,"AL"
19692104,122700,11122,"al017_enoree_0_1_cecil gravelly clay loam, severely eroded, strongly sloping_43p2_0",1259088,11122,122700,90045,1,"AL"
19692105,122700,11122,"al017_wehadkee_0_1_cecil gravelly clay loam, severely eroded, strongly sloping_43p2_0",1475920,11122,122700,90045,1,"AL"
19692106,122701,11122,"al017_wehadkee_0_1_cecil gravelly clay loam, very severely eroded, strongly sloping_43p3_0",1475921,11122,122701,90046,1,"AL"
19692107,122701,11122,"al017_cecil_1_85_cecil gravelly clay loam, very severely eroded, strongly sloping_43p3_0",176449,11122,122701,90046,85,"AL"
19692108,122701,11122,"al017_enoree_0_1_cecil gravelly clay loam, very severely eroded, strongly sloping_43p3_0",1259089,11122,122701,90046,1,"AL"
19692042,122702,11122,"al017_cecil_1_90_cecil gravelly sandy loam, eroded, gently sloping_43p4_0",176452,11122,122702,90047,90,"AL"
19691984,122703,11122,"al017_wehadkee_0_1_cecil gravelly sandy loam, eroded, sloping_43p5_0",1475922,11122,122703,90048,1,"AL"
19691985,122703,11122,"al017_enoree_0_1_cecil gravelly sandy loam, eroded, sloping_43p5_0",1259090,11122,122703,90048,1,"AL"
19691986,122703,11122,"al017_cecil_1_85_cecil gravelly sandy loam, eroded, sloping_43p5_0",176453,11122,122703,90048,85,"AL"
19692043,122704,11122,"al017_cecil_1_85_cecil gravelly sandy loam, eroded, strongly sloping_43p6_0",176456,11122,122704,90049,85,"AL"
19692044,122704,11122,"al017_enoree_0_1_cecil gravelly sandy loam, eroded, strongly sloping_43p6_0",1259091,11122,122704,90049,1,"AL"
19692045,122704,11122,"al017_wehadkee_0_1_cecil gravelly sandy loam, eroded, strongly sloping_43p6_0",1475923,11122,122704,90049,1,"AL"
19691987,122705,11122,"al017_enoree_0_1_cecil gravelly sandy loam, eroded, moderately steep_43p7_0",1259092,11122,122705,90050,1,"AL"
