cokey,mukey,lkey,key.join,coiid,liid,muiid,dmuiid,comppct,state
19871531,52288,10250,"az623_dera_1_80_dera very gravelly fine sandy loam, 1 to 10 percent slopes_1rdq_0",53880,10250,52288,30875,80,AZ
19871532,52288,10250,"az623_unnamed soils_0_20_dera very gravelly fine sandy loam, 1 to 10 percent slopes_1rdq_0",2725367,10250,52288,30875,20,AZ
19871520,52290,10250,"az623_unnamed soils_0_20_albers silty clay, 0 to 1 percent slopes_1rds_0",2725352,10250,52290,30858,20,AZ
19871521,52290,10250,"az623_albers_1_80_albers silty clay, 0 to 1 percent slopes_1rds_0",53848,10250,52290,30858,80,AZ
19871533,52291,10250,"az623_unnamed soils_0_25_dermala family-guy family-rock outcrop complex, 10 to 40 percent slopes_1rdt_0",2725368,10250,52291,30876,25,AZ
19871534,52291,10250,"az623_rock outcrop_1_20_dermala family-guy family-rock outcrop complex, 10 to 40 percent slopes_1rdt_0",53883,10250,52291,30876,20,AZ
19871535,52291,10250,"az623_guy family_1_20_dermala family-guy family-rock outcrop complex, 10 to 40 percent slopes_1rdt_0",53882,10250,52291,30876,20,AZ
19871536,52291,10250,"az623_dermala family_1_35_dermala family-guy family-rock outcrop complex, 10 to 40 percent slopes_1rdt_0",53881,10250,52291,30876,35,AZ
19871693,52293,10250,"az623_unnamed soils_0_19_disterheff-natank-yumtheska complex, 2 to 15 percent slopes_1rdw_0",2725369,10250,52293,30877,19,AZ
19871694,52293,10250,"az623_yumtheska_1_20_disterheff-natank-yumtheska complex, 2 to 15 percent slopes_1rdw_0",53886,10250,52293,30877,20,AZ
19871695,52293,10250,"az623_disterheff_1_31_disterheff-natank-yumtheska complex, 2 to 15 percent slopes_1rdw_0",53884,10250,52293,30877,31,AZ
19871696,52293,10250,"az623_natank_1_30_disterheff-natank-yumtheska complex, 2 to 15 percent slopes_1rdw_0",53885,10250,52293,30877,30,AZ
19871846,52296,10250,"az623_unnamed soils_0_19_dutchman-mccullan complex, 1 to 10 percent slopes_1rdz_0",2725370,10250,52296,30878,19,AZ
19871847,52296,10250,"az623_dutchman_1_41_dutchman-mccullan complex, 1 to 10 percent slopes_1rdz_0",53887,10250,52296,30878,41,AZ
19871848,52296,10250,"az623_mccullan_1_40_dutchman-mccullan complex, 1 to 10 percent slopes_1rdz_0",53888,10250,52296,30878,40,AZ
19871697,52299,10250,"az623_goblin_1_80_goblin gravelly fine sandy loam, 15 to 50 percent slopes_1rf2_0",53889,10250,52299,30879,80,AZ
19871698,52299,10250,"az623_unnamed soils_0_20_goblin gravelly fine sandy loam, 15 to 50 percent slopes_1rf2_0",2725371,10250,52299,30879,20,AZ
19871849,52300,10250,"az623_gyppocket_1_30_goblin-gyppocket complex, 2 to 10 percent slopes_1rf3_0",53891,10250,52300,30880,30,AZ
19871850,52300,10250,"az623_unnamed soils_0_20_goblin-gyppocket complex, 2 to 10 percent slopes_1rf3_0",2725372,10250,52300,30880,20,AZ
19871851,52300,10250,"az623_goblin_1_50_goblin-gyppocket complex, 2 to 10 percent slopes_1rf3_0",53890,10250,52300,30880,50,AZ
19872011,52303,10250,"az623_unnamed soils_0_20_goesling loam, 1 to 5 percent slopes_1rf6_0",2725373,10250,52303,30881,20,AZ
19872012,52303,10250,"az623_goesling_1_80_goesling loam, 1 to 5 percent slopes_1rf6_0",53892,10250,52303,30881,80,AZ
19872013,52306,10250,"az623_unnamed soils_0_20_grapevine-hobcan complex, 1 to 5 percent slopes_1rf9_0",2725374,10250,52306,30882,20,AZ
19872014,52306,10250,"az623_hobcan_1_20_grapevine-hobcan complex, 1 to 5 percent slopes_1rf9_0",53894,10250,52306,30882,20,AZ
19872015,52306,10250,"az623_grapevine_1_60_grapevine-hobcan complex, 1 to 5 percent slopes_1rf9_0",53893,10250,52306,30882,60,AZ
19872016,52309,10250,"az623_unnamed soils_0_20_grapevine-shelley complex, 1 to 5 percent slopes_1rfd_0",2725375,10250,52309,30883,20,AZ
19872017,52309,10250,"az623_shelley_1_35_grapevine-shelley complex, 1 to 5 percent slopes_1rfd_0",53896,10250,52309,30883,35,AZ
19872018,52309,10250,"az623_grapevine_1_45_grapevine-shelley complex, 1 to 5 percent slopes_1rfd_0",53895,10250,52309,30883,45,AZ
19872019,52311,10250,"az623_gypill_1_41_gypill-badland association, 10 to 70 percent slopes_1rfg_0",53897,10250,52311,30884,41,AZ
19872020,52311,10250,"az623_badland_1_40_gypill-badland association, 10 to 70 percent slopes_1rfg_0",53898,10250,52311,30884,40,AZ
19872021,52311,10250,"az623_unnamed soils_0_19_gypill-badland association, 10 to 70 percent slopes_1rfg_0",2725376,10250,52311,30884,19,AZ
19871852,52315,10250,"az623_unnamed soils_0_20_gypill fine sandy loam, 15 to 40 percent slopes_1rfl_0",2725377,10250,52315,30885,20,AZ
19871853,52315,10250,"az623_gypill_1_80_gypill fine sandy loam, 15 to 40 percent slopes_1rfl_0",53899,10250,52315,30885,80,AZ
19871522,52317,10250,"az623_arada family_1_80_arada family loamy fine sand, 1 to 10 percent slopes_1rfn_0",53849,10250,52317,30859,80,AZ
19871523,52317,10250,"az623_unnamed soils_0_20_arada family loamy fine sand, 1 to 10 percent slopes_1rfn_0",2725353,10250,52317,30859,20,AZ
19871699,52318,10250,"az623_hobog_1_25_gypill-hobog complex, 6 to 35 percent slopes_1rfp_0",53901,10250,52318,30886,25,AZ
19871700,52318,10250,"az623_unnamed soils_0_20_gypill-hobog complex, 6 to 35 percent slopes_1rfp_0",2725378,10250,52318,30886,20,AZ
19871701,52318,10250,"az623_gypill_1_55_gypill-hobog complex, 6 to 35 percent slopes_1rfp_0",53900,10250,52318,30886,55,AZ
19871854,52321,10250,"az623_gypill_1_80_gypill very cobbly sandy loam, 15 to 40 percent slopes_1rfs_0",53902,10250,52321,30887,80,AZ
19871855,52321,10250,"az623_unnamed soils_0_20_gypill very cobbly sandy loam, 15 to 40 percent slopes_1rfs_0",2725379,10250,52321,30887,20,AZ
19871537,52326,10250,"az623_havasupai_1_85_havasupai very gravelly loam, 1 to 5 percent slopes_1rfy_0",53905,10250,52326,30889,85,AZ
19871538,52326,10250,"az623_unnamed soils_0_15_havasupai very gravelly loam, 1 to 5 percent slopes_1rfy_0",2725380,10250,52326,30889,15,AZ
